Streetname,Street Range (FROM - TO),Postcode,Area
Διονυσίου Σολωμού,,3022,Λεμεσός
Διονυσίου Σολωμού,,4000,Μέσα Γειτονιά
Διονυσίου Σολωμού,,4044,Γερμασόγεια
Διονυσίου Σολωμού,,4151,Κάτω Πολεμίδια
Διονυσίου Σολωμού,,4194,Ύψωνας
Διονύσου,,3065,Λεμεσός
Διορίου,,4103,'Αγιος Αθανάσιος
Διός,,4102,'Αγιος Αθανάσιος
Διός,,4187,Ύψωνας
Διόσκουρων,,3100,Λεμεσός
Διστόμου,,3022,Λεμεσός
Δολίχης,,3046,Λεμεσός
Δομήνικου Θεοτοκόπουλου,,3045,Λεμεσός
Δομήνικου Θεοτοκόπουλου,,4106,'Αγιος Αθανάσιος
Δομήνικου Θεοτοκόπουλου,,4170,Κάτω Πολεμίδια
Δομνίτσας Λανίτου Καβουνίδου,1 - 23,3080,Λεμεσός
Δομνίτσας Λανίτου Καβουνίδου,2 - τ. 25 - τ.,3116,Λεμεσός
Δονούσας,,4007,Μέσα Γειτονιά
Δοσιθέου,,3046,Λεμεσός
Δουγκέρκης,,3048,Λεμεσός
Δουνάβεως,,3075,Λεμεσός
Δουρείου 'Ιππου,,4046,Γερμασόγεια
Δραγατσανίου,,3050,Λεμεσός
Δραγατσανίου,,4043,Γερμασόγεια
Δράμας,,3082,Λεμεσός
Δράμας,,4046,Γερμασόγεια
Δράμας,,4194,Ύψωνας
Δρόμος Αριθμός 1,,4157,Κάτω Πολεμίδια
Δρόμος Αριθμός 1 Πάροδος,,4157,Κάτω Πολεμίδια
Δρόμος Αριθμός 3,"1 - 37, 2 - 20",4156,Κάτω Πολεμίδια
Δρόμος Αριθμός 3,22 - τ. 39 - τ.,4158,Κάτω Πολεμίδια
Δρόμος Αριθμός 3 Πάροδος,,4158,Κάτω Πολεμίδια
Δρόμος Αριθμός 4,,4159,Κάτω Πολεμίδια
Δρόμος Αριθμός 5,,4159,Κάτω Πολεμίδια
Δρόμος Αριθμός 6,,4159,Κάτω Πολεμίδια
Δρόμος Αριθμός 7,,4157,Κάτω Πολεμίδια
Δρόμος Αριθμός 8,"1 - 43, 2 - 64",4159,Κάτω Πολεμίδια
Δρόμος Αριθμός 8,45 - τ. 66 - τ.,4170,Κάτω Πολεμίδια
Δρόμος Αριθμός 8 Πάροδος,,4159,Κάτω Πολεμίδια
Δρόμος Αριθμός 9,"1 - 57, 2 - 52",4157,Κάτω Πολεμίδια
Δρόμος Αριθμός 9,54 - τ. 59 - τ.,4151,Κάτω Πολεμίδια
Δρόμος Αριθμός 10,"1 - 73, 2 - 74",4157,Κάτω Πολεμίδια
Δρόμος Αριθμός 10,75 - τ. 76 - τ.,4156,Κάτω Πολεμίδια
Δρόμος Αριθμός 11,,4152,Κάτω Πολεμίδια
Δρόμος Αριθμός 12,,4156,Κάτω Πολεμίδια
Δρόμος Αριθμός 13,,4159,Κάτω Πολεμίδια
Δρόμος Αριθμός 14,,4159,Κάτω Πολεμίδια
Δρόμος Αριθμός 15,,4159,Κάτω Πολεμίδια
Δρόμος Αριθμός 16,,4159,Κάτω Πολεμίδια
Δρόμος Αριθμός 17,,4159,Κάτω Πολεμίδια
Δρόμος Αριθμός 18,,4159,Κάτω Πολεμίδια
Δρόμος Αριθμός 19,,4159,Κάτω Πολεμίδια
Δρόμος Αριθμός 20,,4159,Κάτω Πολεμίδια
Δρόμος Αριθμός 21,,4159,Κάτω Πολεμίδια
Δρόμος Αριθμός 22,,4157,Κάτω Πολεμίδια
Δρόμος Αριθμός 23,,4155,Κάτω Πολεμίδια
Δρόμος Αριθμός 24,,4155,Κάτω Πολεμίδια
Δρόμος Αριθμός 25,,4155,Κάτω Πολεμίδια
Δρόμος Αριθμός 26,,4155,Κάτω Πολεμίδια
Δρόμος Αριθμός 27,,4155,Κάτω Πολεμίδια
Δρόμος Αριθμός 28,,4155,Κάτω Πολεμίδια
Δρόμος Αριθμός 29,,4155,Κάτω Πολεμίδια
Δρόμος Αριθμός 30,,4155,Κάτω Πολεμίδια
Δρόμος Αριθμός 31,,4155,Κάτω Πολεμίδια
Δρόμος Αριθμός 32,,4155,Κάτω Πολεμίδια
Δρόμος Αριθμός 33,,4155,Κάτω Πολεμίδια
Δρόμος Αριθμός 34,,4155,Κάτω Πολεμίδια
Δρόμος Αριθμός 35,,4152,Κάτω Πολεμίδια
Δρόμος Αριθμός 36,,4152,Κάτω Πολεμίδια
Δρόμος Αριθμός 37,,4152,Κάτω Πολεμίδια
Δρόμος Αριθμός 38,,4152,Κάτω Πολεμίδια
Δρόμος Αριθμός 39,,4152,Κάτω Πολεμίδια
Δρόμος Αριθμός 40,,4152,Κάτω Πολεμίδια
Δρόμος Αριθμός 41,,4152,Κάτω Πολεμίδια
Δρόμος Αριθμός 42,,4152,Κάτω Πολεμίδια
Δρόμος Αριθμός 43,,4152,Κάτω Πολεμίδια
Δρόμος Αριθμός 44,,4152,Κάτω Πολεμίδια
Δρόμος Αριθμός 45,,4152,Κάτω Πολεμίδια
Δρόμος Αριθμός 46,,4152,Κάτω Πολεμίδια
Δρόμος Αριθμός 47,,4152,Κάτω Πολεμίδια
Δρόμος Αριθμός 48,,4152,Κάτω Πολεμίδια
Δρόμος Αριθμός 49,,4152,Κάτω Πολεμίδια
Δρόμος Αριθμός 49 Πάροδος,,4152,Κάτω Πολεμίδια
Δρόμος Αριθμός 50,,4152,Κάτω Πολεμίδια
Δρόμος Αριθμός 51,,4152,Κάτω Πολεμίδια
Δρόμος Αριθμός 52,,4152,Κάτω Πολεμίδια
Δρόμος Αριθμός 53,,4152,Κάτω Πολεμίδια
Δρόμος Αριθμός 54,,4152,Κάτω Πολεμίδια
Δρόμος Αριθμός 55,,4159,Κάτω Πολεμίδια
Δρόμος Αριθμός 55 Πάροδος,,4159,Κάτω Πολεμίδια
Δρόμος Αριθμός 56,,4159,Κάτω Πολεμίδια
Δρόμος Αριθμός 57,,4159,Κάτω Πολεμίδια
Δρόμος Αριθμός 58,,4159,Κάτω Πολεμίδια
Δρόμος Αριθμός 59,,4159,Κάτω Πολεμίδια
Δρόμος Αριθμός 60,,4159,Κάτω Πολεμίδια
Δρόμος Αριθμός 61,,4159,Κάτω Πολεμίδια
Δρόμος Αριθμός 62,,4159,Κάτω Πολεμίδια
Δρόμος Αριθμός 63,,4159,Κάτω Πολεμίδια
Δρόμος Αριθμός 64,,4159,Κάτω Πολεμίδια
Δρόμος Αριθμός 65,,4159,Κάτω Πολεμίδια
Δρόμος Αριθμός 67,,4159,Κάτω Πολεμίδια
Δρόμος Αριθμός 68,,4159,Κάτω Πολεμίδια
Δρόμος Αριθμός 69,,4155,Κάτω Πολεμίδια
Δρόμος Αριθμός 70,,4155,Κάτω Πολεμίδια
Δρόμος Αριθμός 71,,4155,Κάτω Πολεμίδια
Δρόμος Αριθμός 72,,4155,Κάτω Πολεμίδια
Δρόμος Αριθμός 73,,4155,Κάτω Πολεμίδια
Δρόμος Αριθμός 74,,4155,Κάτω Πολεμίδια
Δρόμος Αριθμός 75,,4159,Κάτω Πολεμίδια
Δρόμος Αριθμός 76,,4159,Κάτω Πολεμίδια
Δρόμος Αριθμός 77,,4170,Κάτω Πολεμίδια
Δρόμος Αριθμός 78,,4170,Κάτω Πολεμίδια
Δρόμος Αριθμός 79,,4159,Κάτω Πολεμίδια
Δρόμος Αριθμός 80,,4159,Κάτω Πολεμίδια
Δρόμος Αριθμός 81,,4159,Κάτω Πολεμίδια
Δρόμος Αριθμός 82,,4153,Κάτω Πολεμίδια
Δρόμος Αριθμός 83,,4153,Κάτω Πολεμίδια
Δρόμος Αριθμός 84,,4153,Κάτω Πολεμίδια
Δρόμος Αριθμός 85,,4153,Κάτω Πολεμίδια
Δρόμος Αριθμός 86,,4153,Κάτω Πολεμίδια
Δρόμος Αριθμός 87,,4153,Κάτω Πολεμίδια
Δρόμος Αριθμός 88,,4153,Κάτω Πολεμίδια
Δρόμος Αριθμός 89,,4153,Κάτω Πολεμίδια
Δρόμος Αριθμός 90,,4153,Κάτω Πολεμίδια
Δρόμος Αριθμός 91,,4152,Κάτω Πολεμίδια
Δρόμος Αριθμός 92,,4152,Κάτω Πολεμίδια
Δρόμος Αριθμός 93,,4152,Κάτω Πολεμίδια
Δρόμος Αριθμός 94,,4152,Κάτω Πολεμίδια
Δρόμος Αριθμός 95,,4152,Κάτω Πολεμίδια
Δρόμος Αριθμός 96,,4152,Κάτω Πολεμίδια
Δρόμος Αριθμός 97,,4152,Κάτω Πολεμίδια
Δρόμος Αριθμός 98,,4152,Κάτω Πολεμίδια
Δρόμος Αριθμός 99,,4152,Κάτω Πολεμίδια
Δρόμος Αριθμός 100,"1 - 17, 2 - 20",4130,Πάνω Πολεμίδια
Δρόμος Αριθμός 100,19 - τ. 22 - τ.,4158,Κάτω Πολεμίδια
Δρόμος Αριθμός 101,,4130,Πάνω Πολεμίδια
Δρόμος Αριθμός 102,"1 - 15, 2 - 18",4158,Κάτω Πολεμίδια
Δρόμος Αριθμός 102,17 - τ. 20 - τ.,4130,Πάνω Πολεμίδια
Δρόμος Αριθμός 103,,4130,Πάνω Πολεμίδια
Δρόμος Αριθμός 104,"1 - 59, 2 - 68",4130,Πάνω Πολεμίδια
Δρόμος Αριθμός 104,61 - τ. 70 - τ.,4131,Πάνω Πολεμίδια
Δρόμος Αριθμός 105,,4130,Πάνω Πολεμίδια
Δρόμος Αριθμός 106,,4130,Πάνω Πολεμίδια
Δρόμος Αριθμός 107,,4130,Πάνω Πολεμίδια
Δρόμος Αριθμός 108,,4130,Πάνω Πολεμίδια
Δρόμος Αριθμός 109,,4130,Πάνω Πολεμίδια
Δρόμος Αριθμός 110,,4130,Πάνω Πολεμίδια
Δρόμος Αριθμός 111,,4130,Πάνω Πολεμίδια
Δρόμος Αριθμός 112,,4130,Πάνω Πολεμίδια
Δρόμος Αριθμός 113,,4158,Κάτω Πολεμίδια
Δρόμος Αριθμός 114,,4158,Κάτω Πολεμίδια
Δρόμος Αριθμός 115,,4158,Κάτω Πολεμίδια
Δρόμος Αριθμός 116,,4158,Κάτω Πολεμίδια
Δρόμος Αριθμός 117,,4130,Πάνω Πολεμίδια
Δρόμος Αριθμός 118,,4130,Πάνω Πολεμίδια
Δρόμος Αριθμός 119,,4130,Πάνω Πολεμίδια
Δρόμος Αριθμός 120,,4130,Πάνω Πολεμίδια
Δρόμος Αριθμός 121,,4130,Πάνω Πολεμίδια
Δρόμος Αριθμός 122,,4130,Πάνω Πολεμίδια
Δρόμος Αριθμός 123,,4130,Πάνω Πολεμίδια
Δρόμος Αριθμός 124,,4130,Πάνω Πολεμίδια
Δρόμος Αριθμός 125,,4130,Πάνω Πολεμίδια
Δρόμος Αριθμός 126,,4130,Πάνω Πολεμίδια
Δρόμος Αριθμός 127,,4130,Πάνω Πολεμίδια
Δρόμος Αριθμός 128,,4130,Πάνω Πολεμίδια
Δρόμος Αριθμός 129,,4130,Πάνω Πολεμίδια
Δρόμος Αριθμός 130,,4131,Πάνω Πολεμίδια
Δρόμος Αριθμός 131,,4131,Πάνω Πολεμίδια
Δρόμος Αριθμός 132,,4131,Πάνω Πολεμίδια
Δρόμος Αριθμός 133,,4131,Πάνω Πολεμίδια
Δρόμος Αριθμός 134,,4131,Πάνω Πολεμίδια
Δρόμος Αριθμός 135,,4131,Πάνω Πολεμίδια
Δρόμος Αριθμός 136,,4131,Πάνω Πολεμίδια
Δρόμος Αριθμός 136 Πάροδος,,4130,Πάνω Πολεμίδια
Δρόμος Αριθμός 137,"1 - 19, 2 - 22",4130,Πάνω Πολεμίδια
Δρόμος Αριθμός 137,21 - τ. 24 - τ.,4131,Πάνω Πολεμίδια
Δρόμος Αριθμός 138,,4130,Πάνω Πολεμίδια
Δρόμος Αριθμός 139,,4130,Πάνω Πολεμίδια
Δρόμος Αριθμός 140,,4130,Πάνω Πολεμίδια
Δρόμος Αριθμός 141,,4131,Πάνω Πολεμίδια
Δρόμος Αριθμός 142,,4131,Πάνω Πολεμίδια
Δρόμος Αριθμός 143,,4131,Πάνω Πολεμίδια
Δρόμος Αριθμός 151,,4130,Πάνω Πολεμίδια
Δρόμος Αριθμός 152,,4130,Πάνω Πολεμίδια
Δρόμος Αριθμός 153,,4130,Πάνω Πολεμίδια
Δρυάδων,,4044,Γερμασόγεια
Δρυόπης,,3046,Λεμεσός
Δυρραχίου,,3083,Λεμεσός
Δωδεκανήσου,"1 - 27, 2 - 32",3021,Λεμεσός
Δωδεκανήσου,29 - τ. 34 - τ.,3022,Λεμεσός
Δωδεκανήσου,,4043,Γερμασόγεια
Δωδεκανήσου,,4180,Ύψωνας
Δωδώνης,,3095,Λεμεσός
Δωδώνης,,4044,Γερμασόγεια
Δωρίδος,,4046,Γερμασόγεια
Δωριέων,,3021,Λεμεσός
Δωριέων,,4185,Ύψωνας
Δώρου Λοΐζου,,3025,Λεμεσός
Δώρου Λοΐζου,,4156,Κάτω Πολεμίδια
Δώρου Ποντίκη,,3047,Λεμεσός
Δωτίας,,3118,Λεμεσός
Ε,,,
Έβερεστ,,3012,Λεμεσός
Έβρου,,3015,Λεμεσός
Έβρου,,4002,Μέσα Γειτονιά
Έβρου,,4042,Γερμασόγεια
Έβρου,,4185,Ύψωνας
Έγκωμης,,3010,Λεμεσός
Έγκωμης,,4043,Γερμασόγεια
Έγκωμης,,4106,'Αγιος Αθανάσιος
Εγνατίας,,3116,Λεμεσός
Εγνατίας,,4043,Γερμασόγεια
Εγνατίας,,4102,'Αγιος Αθανάσιος
Εγνατίας,,4181,Ύψωνας
Εδέσσης,,3115,Λεμεσός
Εδέσσης,,4042,Γερμασόγεια
Εδέσσης,,4188,Ύψωνας
Εζεκία Παπαϊωάννου,,4156,Κάτω Πολεμίδια
Εζεκία Παπαϊωάννου Πάροδος,,4156,Κάτω Πολεμίδια
Εθελοντών,,4040,Γερμασόγεια
Εθνικής Αντιστάσεως,"1 - 21, 2 - 24",3022,Λεμεσός
Εθνικής Αντιστάσεως,"23 - 37, 26 - 38",3025,Λεμεσός
Εθνικής Αντιστάσεως,"39 - 49, 40 - 46",3026,Λεμεσός
Εθνικής Αντιστάσεως,48 - τ. 51 - τ.,3027,Λεμεσός
Εθνικής Αντιστάσεως,,4106,'Αγιος Αθανάσιος
Εθνικής Φρουράς,,4156,Κάτω Πολεμίδια
Ειρήνης,"1 - 35, 2 - 48",3042,Λεμεσός
Ειρήνης,"37 - 119, 50 - 168",3041,Λεμεσός
Ειρήνης,121 - τ. 170 τ.,3022,Λεμεσός
Ειρήνης,,4191,Ύψωνας
Εκάβης,,4044,Γερμασόγεια
Εκάβης,,4194,Ύψωνας
Εκάλης,,3056,Λεμεσός
Εκάλης,,4045,Γερμασόγεια
Εκαταίου,,3116,Λεμεσός
Εκάτης,,3047,Λεμεσός
Εκπαιδευτηρίων,,4103,'Αγιος Αθανάσιος
Έκτορος,"1 - 29, 2 - 32",3060,Λεμεσός
Έκτορος,31 - τ. 34 - τ.,4154,Κάτω Πολεμίδια
Έκτορος,,4007,Μέσα Γειτονιά
Έκτορος,,4194,Ύψωνας
Ελ Αλαμέϊν,,3105,Λεμεσός
Ελ Γκρέκο,,3012,Λεμεσός
Ελαίας,,4105,'Αγιος Αθανάσιος
Ελαιώνων,,3112,Λεμεσός
Ελαιώνων,,4150,Κάτω Πολεμίδια
Ελασσόνος,,3118,Λεμεσός
Ελασσόνος,,4153,Κάτω Πολεμίδια
Ελατείας,,3083,Λεμεσός
Ελεατών,,3045,Λεμεσός
Ελένης Αυτόνομου,,3117,Λεμεσός
Ελένης Παλαιολογίνας,,3040,Λεμεσός
Ελεούσης,,4041,Γερμασόγεια
Ελευθερίας,,3042,Λεμεσός
Ελευθερίας,,4044,Γερμασόγεια
Ελευθερίου Βενιζέλου,,3035,Λεμεσός
Ελευθερίου Βενιζέλου,,4189,Ύψωνας
Ελευθίας,,3046,Λεμεσός
Ελευσινίων,,4042,Γερμασόγεια
Ελευσίνος,,3096,Λεμεσός
Ελευσίνος,,4188,Ύψωνας
Ελιάς,,4005,Μέσα Γειτονιά
Ελικώνος,,3077,Λεμεσός
Ελισάβετ και Θεοδώρου Σκελέα,,4158,Κάτω Πολεμίδια
Ελλάδος,"1 - 19, 2 - 26",3036,Λεμεσός
Ελλάδος,21 - τ. 28 - τ.,3041,Λεμεσός
Ελλάδος,1 - τ.,4182,Ύψωνας
Ελλάδος,2 - τ.,4183,Ύψωνας
Ελλάδος Πλατεία,,3015,Λεμεσός
Ελλανίκου,,3071,Λεμεσός
Ελλήνων,,3042,Λεμεσός
Έλλης,,4041,Γερμασόγεια
Έλλης Αλεξίου,,4106,'Αγιος Αθανάσιος
Έλλης Λαμπέτη,,3120,Λεμεσός
Έλλης Λαμπέτη,,4007,Μέσα Γειτονιά
Έλλης Λαμπέτη,,4105,'Αγιος Αθανάσιος
Έλλης Λαμπέτη,,4156,Κάτω Πολεμίδια
Ελλησπόντου,,3100,Λεμεσός
Ελλησπόντου,,4108,'Αγιος Αθανάσιος
Ελλησπόντου,,4192,Ύψωνας
Ελπήνορος,,4156,Κάτω Πολεμίδια
Ελπίδος,,3070,Λεμεσός
Ελπίδος,,3115,Λεμεσός
Ελπίδος,,4006,Μέσα Γειτονιά
Ελπίδος,,4102,'Αγιος Αθανάσιος
Ελπίδος,,4188,Ύψωνας
Ελπινίκης,,4100,'Αγιος Αθανάσιος
Εμίλ Ζολά,,3110,Λεμεσός
Εμίλ Ζολά,,4184,Ύψωνας
Εμίρ,,3017,Λεμεσός
Εμμανουήλ Λυκούδη,,3096,Λεμεσός
Εμμανουήλ Μπενάκη,,4157,Κάτω Πολεμίδια
